x, y
 4.9625674, 7.2507163
 4.9718825, 7.2580588
 4.9812575, 7.2653712
 4.9906926, 7.2726537
 5.0001880, 7.2799060
 5.0097439, 7.2871281
 5.0193604, 7.2943198
 5.0290378, 7.3014811
 5.0387763, 7.3086119
 5.0485760, 7.3157120
 5.0584372, 7.3227814
 5.0683599, 7.3298200
 5.0783445, 7.3368277
 5.0883912, 7.3438044
 5.0985000, 7.3507500
 5.1086712, 7.3576644
 5.1189051, 7.3645475
 5.1292017, 7.3713992
 5.1395612, 7.3782194
 5.1499840, 7.3850080
 5.1604701, 7.3917649
 5.1710198, 7.3984901
 5.1816332, 7.4051834
 5.1923105, 7.4118447
 5.2030520, 7.4184740
 5.2138578, 7.4250711
 5.2247281, 7.4316360
 5.2356631, 7.4381684
 5.2466630, 7.4446685
 5.2577280, 7.4511360
 5.2688583, 7.4575709
 5.2800540, 7.4639730
 5.2913154, 7.4703423
 5.3026427, 7.4766787
 5.3140360, 7.4829820
 5.3254956, 7.4892522
 5.3370215, 7.4954892
 5.3486141, 7.5016929
 5.3602736, 7.5078632
 5.3720000, 7.5140000
 5.3837936, 7.5201032
 5.3956547, 7.5261727
 5.4075833, 7.5322084
 5.4195796, 7.5382102
 5.4316440, 7.5441780
 5.4437765, 7.5501117
 5.4559774, 7.5560113
 5.4682468, 7.5618766
 5.4805849, 7.5677075
 5.4929920, 7.5735040
 5.5054682, 7.5792659
 5.5180137, 7.5849932
 5.5306287, 7.5906856
 5.5433134, 7.5963433
 5.5560680, 7.6019660
 5.5688927, 7.6075537
 5.5817876, 7.6131062
 5.5947530, 7.6186235
 5.6077891, 7.6241055
 5.6208960, 7.6295520
 5.6340740, 7.6349630
 5.6473231, 7.6403384
 5.6606437, 7.6456781
 5.6740360, 7.6509820
 5.6875000, 7.6562500
 5.7010360, 7.6614820
 5.7146443, 7.6666779
 5.7283249, 7.6718376
 5.7420780, 7.6769610
 5.7559040, 7.6820480
 5.7698029, 7.6870985
 5.7837750, 7.6921125
 5.7978204, 7.6970898
 5.8119393, 7.7020303
 5.8261320, 7.7069340
 5.8403986, 7.7118007
 5.8547393, 7.7166304
 5.8691543, 7.7214228
 5.8836438, 7.7261781
 5.8982080, 7.7308960
 5.9128471, 7.7355765
 5.9275612, 7.7402194
 5.9423506, 7.7448247
 5.9572155, 7.7493923
 5.9721560, 7.7539220
 5.9871724, 7.7584138
 6.0022647, 7.7628676
 6.0174333, 7.7672833
 6.0326784, 7.7716608
 6.0480000, 7.7760000
 6.0633984, 7.7803008
 6.0788739, 7.7845631
 6.0944265, 7.7887868
 6.1100564, 7.7929718
 6.1257640, 7.7971180
 6.1415493, 7.8012253
 6.1574126, 7.8052937
 6.1733540, 7.8093230
 6.1893737, 7.8133131
 6.2054720, 7.8172640
 6.2216490, 7.8211755
 6.2379049, 7.8250476
 6.2542399, 7.8288800
 6.2706542, 7.8326729
 6.2871480, 7.8364260
 6.3037215, 7.8401393
 6.3203748, 7.8438126
 6.3371082, 7.8474459
 6.3539219, 7.8510391
 6.3708160, 7.8545920
 6.3877908, 7.8581046
 6.4048463, 7.8615768
 6.4219829, 7.8650085
 6.4392008, 7.8683996
 6.4565000, 7.8717500
 6.4738808, 7.8750596
 6.4913435, 7.8783283
 6.5088881, 7.8815560
 6.5265148, 7.8847426
 6.5442240, 7.8878880
 6.5620157, 7.8909921
 6.5798902, 7.8940549
 6.5978476, 7.8970762
 6.6158881, 7.9000559
 6.6340120, 7.9029940
 6.6522194, 7.9058903
 6.6705105, 7.9087448
 6.6888855, 7.9115572
 6.7073446, 7.9143277
 6.7258880, 7.9170560
 6.7445159, 7.9197421
 6.7632284, 7.9223858
 6.7820258, 7.9249871
 6.8009083, 7.9275459
 6.8198760, 7.9300620
 6.8389292, 7.9325354
 6.8580679, 7.9349660
 6.8772925, 7.9373537
 6.8966032, 7.9396984
 6.9160000, 7.9420000
 6.9354832, 7.9442584
 6.9550531, 7.9464735
 6.9747097, 7.9486452
 6.9944532, 7.9507734
 7.0142840, 7.9528580
 7.0342021, 7.9548989
 7.0542078, 7.9568961
 7.0743012, 7.9588494
 7.0944825, 7.9607587
 7.1147520, 7.9626240
 7.1351098, 7.9644451
 7.1555561, 7.9662220
 7.1760911, 7.9679544
 7.1967150, 7.9696425
 7.2174280, 7.9712860
 7.2382303, 7.9728849
 7.2591220, 7.9744390
 7.2801034, 7.9759483
 7.3011747, 7.9774127
 7.3223360, 7.9788320
 7.3435876, 7.9802062
 7.3649295, 7.9815352
 7.3863621, 7.9828189
 7.4078856, 7.9840572
 7.4295000, 7.9852500
 7.4512056, 7.9863972
 7.4730027, 7.9874987
 7.4948913, 7.9885544
 7.5168716, 7.9895642
 7.5389440, 7.9905280
 7.5611085, 7.9914457
 7.5833654, 7.9923173
 7.6057148, 7.9931426
 7.6281569, 7.9939215
 7.6506920, 7.9946540
 7.6733202, 7.9953399
 7.6960417, 7.9959792
 7.7188567, 7.9965716
 7.7417654, 7.9971173
 7.7647680, 7.9976160
 7.7878647, 7.9980677
 7.8110556, 7.9984722
 7.8343410, 7.9988295
 7.8577211, 7.9991395
 7.8811960, 7.9994020
 7.9047660, 7.9996170
 7.9284311, 7.9997844
 7.9521917, 7.9999041
